1 1:1.0 2:1 3:0.666666666667 4:1 5:0.5 6:0.375 7:1 8:1 9:1.0 10:0.317399159303
1 1:0.166666666667 2:1 3:1.0 4:1 5:1.0 6:0.5 7:1 8:1 9:1.0 10:0.478668375102
0 1:0.277777777778 2:1 3:0.333333333333 4:0 5:0.5 6:0.75 7:0 8:1 9:0.5 10:0.246955634818
0 1:0.277777777778 2:1 3:0.333333333333 4:1 5:0.5 6:0.75 7:0 8:1 9:0.5 10:0.570074223625
0 1:1.0 2:0 3:0.666666666667 4:0 5:1.0 6:0.75 7:1 8:0 9:0.0 10:0.319625942357
0 1:0.722222222222 2:0 3:0.0 4:0 5:0.0 6:0.25 7:1 8:0 9:0.0 10:0.256596329272
0 1:0.666666666667 2:1 3:0.0 4:1 5:1.0 6:0.5 7:1 8:0 9:0.5 10:0.24717176408
0 1:0.277777777778 2:0 3:0.666666666667 4:0 5:0.0 6:0.875 7:1 8:1 9:0.5 10:0.306005848274
0 1:0.111111111111 2:0 3:1.0 4:1 5:1.0 6:0.75 7:1 8:0 9:0.0 10:0.448836077243
1 1:0.944444444444 2:1 3:0.333333333333 4:1 5:1.0 6:0.375 7:0 8:0 9:0.5 10:0.130016191523
1 1:0.666666666667 2:0 3:1.0 4:1 5:1.0 6:0.75 7:0 8:1 9:0.0 10:0.183656553647
0 1:1.0 2:1 3:0.666666666667 4:1 5:1.0 6:0.625 7:1 8:1 9:0.5 10:0.644255114338
0 1:0.388888888889 2:0 3:0.333333333333 4:0 5:0.0 6:0.625 7:1 8:1 9:0.0 10:0.466705033137
0 1:0.333333333333 2:0 3:1.0 4:1 5:0.0 6:0.875 7:0 8:1 9:0.5 10:0.34393752645
0 1:0.722222222222 2:1 3:0.666666666667 4:0 5:0.5 6:0.625 7:1 8:0 9:1.0 10:0.470782986325
0 1:0.944444444444 2:1 3:0.333333333333 4:1 5:0.0 6:0.875 7:0 8:1 9:0.5 10:0.364009647947
0 1:0.388888888889 2:0 3:0.0 4:1 5:0.5 6:0.75 7:0 8:1 9:0.5 10:0.39417643923
1 1:0.777777777778 2:0 3:0.666666666667 4:1 5:1.0 6:0.375 7:1 8:0 9:1.0 10:0.251937370267
0 1:0.611111111111 2:1 3:0.666666666667 4:1 5:0.5 6:0.5 7:0 8:0 9:0.5 10:0.501313348596
0 1:0.333333333333 2:1 3:0.333333333333 4:1 5:1.0 6:0.75 7:1 8:1 9:1.0 10:0.430180523374
0 1:0.111111111111 2:0 3:1.0 4:0 5:0.5 6:0.875 7:1 8:0 9:1.0 10:0.860092725386
1 1:0.277777777778 2:1 3:0.333333333333 4:1 5:0.5 6:0.375 7:1 8:1 9:0.5 10:0.199735406674
0 1:0.611111111111 2:0 3:0.0 4:0 5:1.0 6:1.0 7:1 8:0 9:0.0 10:0.318251800906
0 1:0.555555555556 2:0 3:0.666666666667 4:0 5:0.5 6:0.0 7:0 8:1 9:1.0 10:0.692884922348
0 1:0.666666666667 2:0 3:0.333333333333 4:0 5:0.0 6:0.25 7:0 8:0 9:0.5 10:0.429899351908
0 1:1.0 2:1 3:0.666666666667 4:0 5:1.0 6:0.25 7:1 8:0 9:0.0 10:0.484325255759
0 1:0.0555555555556 2:0 3:0.666666666667 4:1 5:0.0 6:0.0 7:1 8:0 9:0.5 10:0.0959267303192
0 1:0.111111111111 2:0 3:0.333333333333 4:1 5:1.0 6:1.0 7:1 8:1 9:0.5 10:0.247683015079
0 1:1.0 2:1 3:0.666666666667 4:1 5:0.5 6:0.875 7:1 8:0 9:0.5 10:0.542283731286
0 1:0.222222222222 2:1 3:0.333333333333 4:0 5:0.5 6:0.25 7:0 8:1 9:0.5 10:0.522496150891
0 1:0.388888888889 2:0 3:0.333333333333 4:0 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.395600958636
0 1:0.0 2:0 3:1.0 4:0 5:0.0 6:0.375 7:1 8:1 9:0.0 10:0.342102508665
1 1:0.0555555555556 2:0 3:1.0 4:1 5:1.0 6:0.625 7:1 8:1 9:0.5 10:0.271369134881
0 1:0.166666666667 2:0 3:0.0 4:1 5:1.0 6:0.125 7:1 8:0 9:1.0 10:0.389619062112
0 1:0.166666666667 2:0 3:1.0 4:0 5:0.5 6:0.0 7:0 8:1 9:0.0 10:0.640793295587
0 1:0.166666666667 2:0 3:0.666666666667 4:1 5:0.0 6:0.25 7:1 8:0 9:0.0 10:0.101876012373
0 1:0.0 2:0 3:0.666666666667 4:1 5:0.0 6:0.75 7:0 8:1 9:1.0 10:0.701023178671
1 1:0.0 2:0 3:0.333333333333 4:1 5:1.0 6:0.25 7:0 8:1 9:0.0 10:0.307928559276
0 1:0.833333333333 2:1 3:0.666666666667 4:0 5:0.0 6:0.5 7:1 8:1 9:0.5 10:0.45244533182
0 1:0.5 2:0 3:0.333333333333 4:0 5:1.0 6:0.625 7:1 8:0 9:0.5 10:0.728974292151
1 1:0.277777777778 2:1 3:0.333333333333 4:1 5:0.5 6:0.125 7:0 8:1 9:1.0 10:0.392045963441
0 1:0.944444444444 2:0 3:0.666666666667 4:1 5:0.5 6:0.375 7:1 8:1 9:0.5 10:0.523285450242
1 1:0.666666666667 2:1 3:0.333333333333 4:0 5:1.0 6:0.0 7:1 8:1 9:0.0 10:0.364987549572
0 1:0.0555555555556 2:0 3:1.0 4:0 5:0.5 6:0.0 7:1 8:0 9:1.0 10:0.948819264652
0 1:0.5 2:1 3:0.0 4:0 5:0.0 6:1.0 7:1 8:0 9:0.5 10:0.243035328198
0 1:0.611111111111 2:1 3:0.333333333333 4:0 5:1.0 6:0.875 7:0 8:1 9:0.0 10:0.0879684861114
0 1:0.555555555556 2:0 3:0.0 4:0 5:0.0 6:0.875 7:0 8:0 9:0.5 10:0.488625262852
1 1:0.777777777778 2:0 3:0.666666666667 4:1 5:1.0 6:0.375 7:1 8:1 9:1.0 10:0.303905435422
0 1:0.833333333333 2:0 3:0.333333333333 4:0 5:0.0 6:0.0 7:0 8:1 9:0.5 10:0.783976110248
1 1:0.222222222222 2:1 3:0.666666666667 4:0 5:1.0 6:0.25 7:1 8:1 9:0.5 10:0.43529462853
1 1:0.666666666667 2:0 3:0.666666666667 4:0 5:0.0 6:0.875 7:0 8:1 9:1.0 10:0.0950710350095
0 1:0.833333333333 2:1 3:0.666666666667 4:0 5:0.5 6:0.625 7:1 8:0 9:0.5 10:0.600571790488
1 1:0.388888888889 2:0 3:1.0 4:0 5:1.0 6:0.75 7:0 8:1 9:1.0 10:0.171465007325
0 1:0.0 2:1 3:0.666666666667 4:1 5:1.0 6:0.75 7:1 8:0 9:1.0 10:0.509037740152
0 1:0.722222222222 2:1 3:0.333333333333 4:1 5:1.0 6:0.25 7:0 8:1 9:0.0 10:0.531626973425
0 1:0.777777777778 2:1 3:1.0 4:1 5:0.5 6:1.0 7:1 8:0 9:1.0 10:0.574121649885
0 1:0.222222222222 2:1 3:0.333333333333 4:0 5:0.5 6:0.0 7:1 8:0 9:0.5 10:0.657785110613
0 1:0.111111111111 2:0 3:0.0 4:0 5:0.5 6:1.0 7:1 8:0 9:0.0 10:0.164412339021
0 1:0.888888888889 2:1 3:1.0 4:0 5:0.5 6:0.125 7:1 8:0 9:1.0 10:0.307870834768
0 1:0.833333333333 2:0 3:0.333333333333 4:0 5:0.0 6:1.0 7:0 8:0 9:0.0 10:0.471405536364
1 1:0.611111111111 2:0 3:0.666666666667 4:1 5:1.0 6:0.75 7:1 8:1 9:0.5 10:0.392038860538
1 1:0.777777777778 2:0 3:0.666666666667 4:1 5:1.0 6:1.0 7:1 8:1 9:1.0 10:0.458941663169
0 1:0.611111111111 2:1 3:0.333333333333 4:0 5:0.5 6:0.0 7:0 8:0 9:0.5 10:0.26869912486
0 1:0.555555555556 2:1 3:1.0 4:0 5:0.0 6:0.75 7:0 8:0 9:1.0 10:0.694593651561
0 1:0.222222222222 2:0 3:0.0 4:0 5:1.0 6:0.125 7:0 8:1 9:0.0 10:0.614932293327
0 1:0.222222222222 2:0 3:0.666666666667 4:0 5:0.5 6:0.75 7:0 8:0 9:0.5 10:0.521501417353
1 1:0.333333333333 2:1 3:1.0 4:0 5:0.5 6:0.75 7:0 8:1 9:0.0 10:0.279602753044
1 1:0.611111111111 2:0 3:0.666666666667 4:1 5:1.0 6:1.0 7:1 8:0 9:0.0 10:0.427385503815
0 1:0.944444444444 2:1 3:0.333333333333 4:1 5:1.0 6:0.75 7:0 8:0 9:0.5 10:0.476593005973
0 1:0.722222222222 2:1 3:0.333333333333 4:1 5:0.0 6:0.375 7:1 8:0 9:1.0 10:0.100697836995
0 1:0.111111111111 2:1 3:0.666666666667 4:1 5:1.0 6:1.0 7:1 8:1 9:1.0 10:0.658898795217
0 1:0.166666666667 2:1 3:0.333333333333 4:0 5:0.0 6:0.625 7:0 8:0 9:1.0 10:0.406470097646
0 1:0.777777777778 2:1 3:0.666666666667 4:0 5:0.0 6:1.0 7:1 8:0 9:1.0 10:0.190865987505
0 1:0.166666666667 2:1 3:1.0 4:0 5:1.0 6:0.625 7:1 8:0 9:0.5 10:0.77943544218
0 1:1.0 2:0 3:0.0 4:0 5:0.0 6:0.125 7:0 8:0 9:0.5 10:0.121195237786
0 1:0.5 2:0 3:0.333333333333 4:0 5:1.0 6:0.875 7:0 8:1 9:0.0 10:0.458893259581
0 1:0.0 2:0 3:1.0 4:0 5:0.0 6:0.375 7:1 8:0 9:0.0 10:0.618085484844
0 1:0.333333333333 2:0 3:0.666666666667 4:0 5:0.0 6:0.0 7:1 8:1 9:0.0 10:0.756499576747
1 1:0.388888888889 2:1 3:1.0 4:1 5:0.5 6:0.125 7:0 8:0 9:0.0 10:0.466828751153
0 1:0.5 2:0 3:0.0 4:1 5:0.0 6:0.875 7:1 8:0 9:0.0 10:0.214410263863
0 1:0.611111111111 2:1 3:0.333333333333 4:0 5:0.5 6:0.0 7:0 8:0 9:0.0 10:0.261094422433
0 1:0.166666666667 2:1 3:0.0 4:0 5:1.0 6:0.25 7:0 8:1 9:0.5 10:0.644776797531
0 1:0.388888888889 2:0 3:1.0 4:1 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.477941863693
0 1:0.0555555555556 2:1 3:0.333333333333 4:0 5:0.0 6:1.0 7:0 8:0 9:1.0 10:0.613046654695
0 1:0.0555555555556 2:1 3:0.666666666667 4:1 5:0.5 6:0.5 7:0 8:0 9:0.0 10:0.355962591837
0 1:0.611111111111 2:0 3:0.333333333333 4:0 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.644336415949
1 1:0.611111111111 2:1 3:0.666666666667 4:0 5:1.0 6:0.5 7:1 8:1 9:1.0 10:0.0815682695502
1 1:0.888888888889 2:0 3:0.333333333333 4:0 5:1.0 6:0.125 7:1 8:1 9:1.0 10:0.317371109089
0 1:0.333333333333 2:0 3:0.666666666667 4:1 5:0.0 6:0.625 7:1 8:0 9:1.0 10:0.35815412058
1 1:0.888888888889 2:0 3:0.666666666667 4:0 5:0.5 6:0.25 7:1 8:1 9:0.0 10:0.340770358447
0 1:0.166666666667 2:1 3:0.333333333333 4:0 5:0.0 6:0.25 7:1 8:0 9:1.0 10:0.353357401105
1 1:0.888888888889 2:1 3:0.666666666667 4:0 5:1.0 6:0.375 7:1 8:1 9:0.5 10:0.336693197697
0 1:0.222222222222 2:1 3:1.0 4:0 5:0.5 6:0.125 7:0 8:0 9:1.0 10:0.72685181683
0 1:0.166666666667 2:1 3:0.666666666667 4:1 5:0.0 6:0.625 7:1 8:0 9:1.0 10:0.38550587186
1 1:0.833333333333 2:0 3:0.666666666667 4:1 5:1.0 6:0.875 7:0 8:0 9:1.0 10:0.379563757913
0 1:0.555555555556 2:0 3:1.0 4:0 5:0.5 6:0.875 7:1 8:0 9:1.0 10:0.689280298953
1 1:0.888888888889 2:0 3:0.0 4:1 5:1.0 6:0.5 7:1 8:1 9:1.0 10:0.174564685831
1 1:0.722222222222 2:1 3:0.666666666667 4:1 5:1.0 6:0.5 7:0 8:0 9:0.0 10:0.243916250199
1 1:0.388888888889 2:1 3:0.666666666667 4:0 5:0.5 6:1.0 7:1 8:0 9:0.5 10:0.0748811403246
0 1:1.0 2:0 3:0.333333333333 4:1 5:0.0 6:0.125 7:0 8:1 9:0.5 10:0.421906744765
0 1:0.555555555556 2:0 3:1.0 4:0 5:0.5 6:0.375 7:1 8:1 9:0.5 10:0.578381128442
0 1:0.166666666667 2:1 3:0.333333333333 4:0 5:1.0 6:1.0 7:1 8:0 9:0.5 10:0.583793180852
0 1:0.888888888889 2:1 3:1.0 4:0 5:0.5 6:0.0 7:1 8:1 9:1.0 10:0.534902476256
0 1:0.777777777778 2:1 3:0.333333333333 4:1 5:0.0 6:0.625 7:1 8:1 9:1.0 10:0.226880997842
1 1:0.611111111111 2:0 3:0.666666666667 4:0 5:1.0 6:0.25 7:1 8:0 9:1.0 10:0.144374353416
0 1:0.0 2:0 3:0.666666666667 4:1 5:0.0 6:1.0 7:0 8:1 9:0.0 10:0.286471345682
1 1:0.222222222222 2:1 3:0.666666666667 4:1 5:1.0 6:0.0 7:1 8:1 9:1.0 10:0.0201665817301
1 1:0.611111111111 2:1 3:0.666666666667 4:0 5:1.0 6:0.125 7:0 8:1 9:0.0 10:0.253348324676
0 1:0.111111111111 2:0 3:0.0 4:0 5:0.5 6:0.75 7:1 8:0 9:0.5 10:0.137566632403
1 1:0.611111111111 2:1 3:0.666666666667 4:0 5:1.0 6:0.875 7:1 8:1 9:0.0 10:0.216447223996
0 1:0.277777777778 2:0 3:0.666666666667 4:1 5:0.0 6:0.125 7:0 8:0 9:0.5 10:0.36252474932
1 1:0.944444444444 2:1 3:0.333333333333 4:0 5:0.5 6:0.5 7:1 8:1 9:1.0 10:0.250697152334
0 1:0.166666666667 2:0 3:0.666666666667 4:1 5:0.0 6:0.625 7:0 8:0 9:1.0 10:0.609952539375
1 1:0.0 2:0 3:0.666666666667 4:1 5:0.5 6:0.5 7:1 8:1 9:1.0 10:0.277174670084
0 1:0.111111111111 2:1 3:0.666666666667 4:1 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.253024767582
0 1:0.222222222222 2:1 3:1.0 4:0 5:0.5 6:0.125 7:1 8:0 9:0.0 10:0.688294078465
1 1:1.0 2:1 3:0.666666666667 4:1 5:0.5 6:0.75 7:1 8:0 9:0.5 10:0.134125952812
0 1:0.111111111111 2:0 3:0.666666666667 4:1 5:0.0 6:1.0 7:0 8:0 9:0.0 10:0.233547868069
0 1:0.722222222222 2:0 3:0.0 4:1 5:0.0 6:0.875 7:1 8:1 9:0.0 10:0.513048139753
0 1:0.555555555556 2:1 3:0.333333333333 4:0 5:0.0 6:0.375 7:0 8:0 9:0.5 10:0.352875856743
1 1:0.777777777778 2:1 3:0.333333333333 4:1 5:0.5 6:0.0 7:0 8:0 9:1.0 10:0.310634329
0 1:0.944444444444 2:1 3:0.666666666667 4:1 5:0.0 6:0.75 7:0 8:0 9:0.0 10:0.144294167453
1 1:0.666666666667 2:0 3:0.666666666667 4:1 5:1.0 6:0.375 7:0 8:1 9:0.0 10:0.363943697768
0 1:0.888888888889 2:1 3:0.0 4:1 5:0.0 6:0.125 7:0 8:0 9:0.5 10:0.316859990103
0 1:0.666666666667 2:1 3:0.333333333333 4:1 5:0.5 6:0.75 7:0 8:0 9:0.5 10:0.679227079736
0 1:0.944444444444 2:0 3:1.0 4:1 5:0.5 6:0.125 7:1 8:1 9:0.5 10:0.521980713176
1 1:0.111111111111 2:0 3:0.333333333333 4:1 5:1.0 6:0.375 7:1 8:1 9:0.0 10:0.341247843394
0 1:0.388888888889 2:0 3:1.0 4:0 5:0.0 6:0.625 7:0 8:0 9:0.0 10:0.0315833285688
0 1:0.555555555556 2:1 3:0.333333333333 4:0 5:0.0 6:0.75 7:0 8:0 9:0.0 10:0.387070300731
0 1:0.0555555555556 2:1 3:1.0 4:1 5:0.0 6:0.25 7:1 8:1 9:1.0 10:0.230550073798
0 1:0.0555555555556 2:0 3:0.666666666667 4:1 5:0.5 6:0.5 7:0 8:1 9:1.0 10:0.671980593208
0 1:0.944444444444 2:0 3:1.0 4:1 5:1.0 6:0.75 7:1 8:1 9:0.5 10:0.497856672184
0 1:1.0 2:1 3:0.666666666667 4:0 5:1.0 6:0.375 7:0 8:0 9:0.5 10:0.398233350728
0 1:0.166666666667 2:1 3:0.666666666667 4:1 5:0.0 6:0.5 7:1 8:0 9:0.5 10:0.726709521382
1 1:0.722222222222 2:1 3:0.666666666667 4:1 5:1.0 6:0.625 7:1 8:1 9:1.0 10:0.0720296574918
0 1:1.0 2:1 3:0.333333333333 4:0 5:0.0 6:0.5 7:1 8:0 9:1.0 10:0.619932465413
1 1:0.888888888889 2:0 3:1.0 4:1 5:1.0 6:0.75 7:0 8:1 9:0.0 10:0.237551833385
1 1:0.833333333333 2:0 3:0.666666666667 4:1 5:1.0 6:0.75 7:0 8:1 9:0.5 10:0.465135982572
0 1:0.111111111111 2:0 3:1.0 4:0 5:0.5 6:0.625 7:1 8:0 9:1.0 10:0.448441723322
0 1:0.5 2:0 3:0.666666666667 4:0 5:0.5 6:0.5 7:1 8:0 9:0.5 10:0.451437997769
0 1:0.611111111111 2:0 3:0.0 4:0 5:1.0 6:0.75 7:1 8:0 9:0.0 10:0.314009396542
0 1:0.833333333333 2:1 3:1.0 4:0 5:1.0 6:0.5 7:0 8:0 9:0.0 10:0.440382080791
0 1:0.611111111111 2:0 3:0.333333333333 4:1 5:0.0 6:0.5 7:0 8:1 9:0.5 10:0.497538355056
0 1:0.888888888889 2:0 3:0.333333333333 4:0 5:1.0 6:0.625 7:1 8:0 9:0.5 10:0.47978550884
0 1:0.0 2:0 3:1.0 4:0 5:0.0 6:0.125 7:1 8:0 9:1.0 10:0.351893821838
0 1:0.0 2:0 3:1.0 4:0 5:0.0 6:0.125 7:0 8:0 9:0.5 10:0.285575306178
0 1:0.333333333333 2:0 3:0.333333333333 4:1 5:0.5 6:0.875 7:1 8:0 9:0.5 10:1.0
0 1:0.944444444444 2:1 3:0.666666666667 4:0 5:0.5 6:1.0 7:1 8:0 9:0.5 10:0.657156082826
0 1:0.0 2:0 3:1.0 4:1 5:0.5 6:0.375 7:1 8:1 9:0.5 10:0.579849036905
0 1:0.611111111111 2:1 3:0.666666666667 4:0 5:1.0 6:0.125 7:0 8:0 9:1.0 10:0.373636444344
0 1:0.611111111111 2:1 3:0.333333333333 4:0 5:0.0 6:0.25 7:0 8:1 9:0.0 10:0.656538315687
1 1:0.555555555556 2:0 3:0.666666666667 4:1 5:1.0 6:1.0 7:1 8:0 9:0.5 10:0.175697416861
0 1:0.111111111111 2:0 3:0.666666666667 4:1 5:0.5 6:0.625 7:1 8:0 9:0.5 10:0.414259795499
0 1:0.444444444444 2:0 3:0.0 4:0 5:0.5 6:0.375 7:1 8:0 9:0.0 10:0.433821097462
0 1:0.5 2:1 3:0.666666666667 4:0 5:1.0 6:0.75 7:1 8:0 9:1.0 10:0.588222090697
0 1:0.944444444444 2:1 3:0.666666666667 4:1 5:0.0 6:0.5 7:1 8:1 9:0.5 10:0.652796363296
0 1:1.0 2:0 3:0.333333333333 4:1 5:0.0 6:0.0 7:0 8:0 9:0.5 10:0.196006242757
0 1:0.888888888889 2:1 3:0.0 4:1 5:0.0 6:0.25 7:1 8:1 9:1.0 10:0.647668227164
0 1:0.833333333333 2:0 3:0.333333333333 4:1 5:0.0 6:0.25 7:1 8:1 9:0.5 10:0.108657580846
0 1:1.0 2:1 3:0.0 4:0 5:0.0 6:0.75 7:0 8:1 9:0.0 10:0.501503866964
0 1:0.277777777778 2:1 3:0.666666666667 4:1 5:1.0 6:0.375 7:1 8:1 9:0.5 10:0.506107442799
0 1:0.611111111111 2:1 3:0.333333333333 4:0 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.375836047231
1 1:0.0 2:1 3:1.0 4:0 5:1.0 6:0.375 7:0 8:1 9:0.5 10:0.162347990964
0 1:0.444444444444 2:0 3:0.666666666667 4:1 5:0.5 6:0.625 7:1 8:1 9:0.0 10:0.753784403429
0 1:0.333333333333 2:0 3:0.333333333333 4:1 5:0.5 6:1.0 7:1 8:0 9:0.0 10:0.479422594141
0 1:0.5 2:1 3:0.333333333333 4:0 5:0.5 6:0.375 7:0 8:0 9:0.5 10:0.249917274042
0 1:0.555555555556 2:1 3:0.666666666667 4:0 5:0.0 6:0.75 7:0 8:0 9:0.0 10:0.469977467045
0 1:0.166666666667 2:0 3:0.0 4:1 5:1.0 6:0.625 7:1 8:0 9:0.0 10:0.143991044548
0 1:0.777777777778 2:1 3:0.333333333333 4:1 5:0.0 6:0.125 7:0 8:0 9:0.0 10:0.681183352907
0 1:0.777777777778 2:0 3:0.333333333333 4:0 5:0.0 6:1.0 7:1 8:1 9:0.0 10:0.507731603577
0 1:0.5 2:0 3:0.333333333333 4:0 5:0.0 6:0.75 7:1 8:1 9:0.5 10:0.32559594022
1 1:0.611111111111 2:1 3:0.666666666667 4:1 5:1.0 6:0.625 7:1 8:1 9:0.0 10:0.426030675291
